,provincia,poblacion,cp
6708,Lleida,Senterada,25514
6709,Lleida,El Pont de Suert,25514
6710,Lleida,La Torre de Cabdella,25515
6711,Lleida,Conca de Dalt,25516
6712,Lleida,La Pobla de Segur,25516
6713,Lleida,Conca de Dalt,25517
6714,Lleida,Conca de Dalt,25518
6715,Lleida,El Pont de Suert,25520
6716,Lleida,El Pont de Suert,25526
6717,Lleida,La Vall de Boí,25526
6718,Lleida,La Vall de Boí,25527
6719,Lleida,La Vall de Boí,25528
6720,Lleida,El Pont de Suert,25529
6721,Lleida,Vielha e Mijaran,25530
6722,Lleida,Vielha e Mijaran,25537
6723,Lleida,Vielha e Mijaran,25538
6724,Lleida,Vielha e Mijaran,25539
6725,Lleida,Naut Aran,25539
6726,Lleida,Les,25540
6727,Lleida,El Vilosell,25547
6728,Lleida,Canejan,25548
6729,Lleida,Bausen,25549
6730,Lleida,Bossñst,25550
6731,Lleida,Es Bñrdes,25551
6732,Lleida,Vilamñs,25551
6733,Lleida,Arres,25551
6734,Lleida,El Pont de Suert,25552
6735,Lleida,Vilaller,25552
6736,Lleida,Vilaller,25553
6737,Lleida,El Pont de Suert,25554
6738,Lleida,El Pont de Suert,25555
6739,Lleida,Sarroca de Bellera,25555
6740,Lleida,Senterada,25555
6741,Lleida,El Pont de Suert,25556
6742,Lleida,El Vilosell,25557
6743,Lleida,Sort,25560
6744,Lleida,Alcoletge,25560
6745,Lleida,Soriguera,25566
6746,Lleida,Sort,25567
6747,Lleida,Sort,25568
6748,Lleida,Sort,25569
6749,Lleida,Soriguera,25569
6750,Lleida,Vall de Cardós,25570
6751,Lleida,Esterri de Cardós,25571
6752,Lleida,Lladorre,25571
6753,Lleida,Vall de Cardós,25571
6754,Lleida,Vall de Cardós,25572
6755,Lleida,Alins,25573
6756,Lleida,Alins,25574
6757,Lleida,Alins,25575
6758,Lleida,Vall de Cardós,25576
6759,Lleida,Lladorre,25576
6760,Lleida,Lladorre,25577
6761,Lleida,Esterri d'ñneu,25580
6762,Lleida,Tremp,25583
6763,Lleida,Tremp,25584
6764,Lleida,Alt ñneu,25586
6765,Lleida,Alt ñneu,25587
6766,Lleida,La Guingueta d'ñneu,25588
6767,Lleida,Alt ñneu,25589
6768,Lleida,Baix Pallars,25590
6769,Lleida,Baix Pallars,25591
6770,Lleida,Baix Pallars,25592
6771,Lleida,Camarasa,25592
6772,Lleida,Soriguera,25593
6773,Lleida,Llavorsí,25594
6774,Lleida,Rialp,25594
6775,Lleida,Farrera,25595
6776,Lleida,Tírvia,25595
6777,Lleida,La Guingueta d'ñneu,25595
6778,Lleida,Llavorsí,25595
6779,Lleida,La Guingueta d'ñneu,25596
6780,Lleida,Espot,25597
6781,Lleida,La Guingueta d'ñneu,25597
6782,Lleida,Naut Aran,25598
6783,Lleida,Naut Aran,25599
6784,Lleida,Balaguer,25600
6785,Lleida,Os de Balaguer,25610
6786,Lleida,ñger,25611
6787,Lleida,Les Avellanes i Santa Linya,25611
6788,Lleida,Os de Balaguer,25611
6789,Lleida,Les Avellanes i Santa Linya,25612
6790,Lleida,Os de Balaguer,25612
6791,Lleida,Camarasa,25613
6792,Lleida,Os de Balaguer,25614
6793,Lleida,Camarasa,25615
6794,Lleida,Montgai,25616
6795,Lleida,La Sentiu de Sió,25617
6796,Lleida,Vallfogona de Balaguer,25617
6797,Lleida,Tremp,25620
6798,Lleida,Talarn,25630
6799,Lleida,Castell de Mur,25631
6800,Lleida,Castell de Mur,25632
6801,Lleida,Sant Esteve de la Sarga,25632
6802,Lleida,Tremp,25633
6803,Lleida,Castell de Mur,25633
6804,Lleida,Tremp,25634
6805,Lleida,Tremp,25635
6806,Lleida,Tremp,25636
6807,Lleida,Tremp,25637
6808,Lleida,Gavet de la Conca,25638
6809,Lleida,Llimiana,25638
6810,Lleida,Llimiana,25639
6811,Lleida,Gavet de la Conca,25639
6812,Lleida,Tremp,25640
6813,Lleida,Isona i Conca Dellñ,25650
6814,Lleida,Abella de la Conca,25651
6815,Lleida,Isona i Conca Dellñ,25651
6816,Lleida,Abella de la Conca,25652
6817,Lleida,Isona i Conca Dellñ,25653
6818,Lleida,Tremp,25654
6819,Lleida,Isona i Conca Dellñ,25655
6820,Lleida,Isona i Conca Dellñ,25656
6821,Lleida,Isona i Conca Dellñ,25657
6822,Lleida,Isona i Conca Dellñ,25658
6823,Lleida,Alcoletge,25660
6824,Lleida,Térmens,25670
6825,Lleida,Vallfogona de Balaguer,25680
6826,Lleida,Gavet de la Conca,25689
6827,Lleida,Vilanova de la Barca,25690
6828,Lleida,ñger,25691
6829,Lleida,Camarasa,25692
6830,Lleida,ñger,25692
6831,Lleida,Salñs de Pallars,25693
6832,Lleida,La Seu d'Urgell,25700
6833,Lleida,La Seu d'Urgell,25710
6834,Lleida,Montferrer i Castellbñ,25711
6835,Lleida,Montferrer i Castellbñ,25712
6836,Lleida,Ribera d'Urgellet,25713
6837,Lleida,Montferrer i Castellbñ,25714
6838,Lleida,Ribera d'Urgellet,25714
6839,Lleida,Les Valls d'Aguilar,25714
6840,Lleida,Alñs i Cerc,25715
6841,Lleida,Gósol,25716
6842,Lleida,Vall de Cardós,25717
6843,Lleida,Alñs i Cerc,25717
6844,Lleida,Josa i Tuixén,25717
6845,Lleida,La Vansa i Fórnols,25717
6846,Lleida,Alñs i Cerc,25718
6847,Lleida,Estamariu,25719
6848,Lleida,Bellver de Cerdanya,25720
6849,Lleida,Prats i Sansor,25721
6850,Lleida,Riu de Cerdanya,25721
6851,Lleida,Bellver de Cerdanya,25721
6852,Lleida,Arsñguel,25722
6853,Lleida,El Pont de Bar,25722
6854,Lleida,Cava,25722
6855,Lleida,El Pont de Bar,25723
6856,Lleida,Bellver de Cerdanya,25724
6857,Lleida,Montellñ i Martinet,25724
6858,Lleida,Montellñ i Martinet,25725
6859,Lleida,Lles de Cerdanya,25726
6860,Lleida,Prullans,25727
6861,Lleida,Artesa de Segre,25730
6862,Lleida,Vilanova de Meiñ,25735
6863,Lleida,Artesa de Segre,25736
6864,Lleida,Vilanova de Meiñ,25736
6865,Lleida,Foradada,25737
6866,Lleida,Alñs de Balaguer,25737
6867,Lleida,Bassella,25737
6868,Lleida,Artesa de Segre,25737
6869,Lleida,Cubells,25737
6870,Lleida,Vilanova de Meiñ,25738
6871,Lleida,Artesa de Segre,25738
6872,Lleida,Artesa de Segre,25739
6873,Lleida,Ponts,25740
6874,Lleida,Ponts,25746
6875,Lleida,La Baronia de Rialb,25747
6876,Lleida,Abella de la Conca,25747
6877,Lleida,Cabanabona,25748
6878,Lleida,Vilanova de l'Aguda,25748
6879,Lleida,Oliola,25748
6880,Lleida,Oliola,25749
6881,Lleida,Ponts,25749
6882,Lleida,Vilanova de l'Aguda,25749
6883,Lleida,Torñ,25750
6884,Lleida,Torñ,25751
6885,Lleida,Biosca,25752
6886,Lleida,Biosca,25753
6887,Lleida,Sanaüja,25753
6888,Lleida,Biosca,25772
6889,Lleida,Oliana,25790
6890,Lleida,Coll de Nargó,25790
6891,Lleida,Peramola,25790
6892,Lleida,Odñn,25790
6893,Lleida,Tiurana,25791
6894,Lleida,Bassella,25792
6895,Lleida,Coll de Nargó,25793
6896,Lleida,Fígols i Alinyñ,25794
6897,Lleida,Cabó,25794
6898,Lleida,Organyñ,25794
6899,Lleida,Coll de Nargó,25794
6900,Lleida,Ribera d'Urgellet,25795
6901,Lleida,Les Valls d'Aguilar,25795
6902,Lleida,Ribera d'Urgellet,25796
6903,Lleida,Ribera d'Urgellet,25797
6904,Lleida,Les Valls de Valira,25798
6905,Lleida,El Pont de Bar,25799
6906,La Rioja,Logroño,26001
6907,La Rioja,Logroño,26002
6908,La Rioja,Logroño,26003
6909,La Rioja,Logroño,26004
6910,La Rioja,Logroño,26005
6911,La Rioja,Logroño,26006
6912,La Rioja,Villamediana de Iregua,26006
6913,La Rioja,Logroño,26007
6914,La Rioja,Logroño,26008
6915,La Rioja,Logroño,26009
6916,La Rioja,Torrecilla en Cameros,26100
6917,La Rioja,Almarza de Cameros,26100
6918,La Rioja,Nestares,26110
6919,La Rioja,Almarza de Cameros,26111
6920,La Rioja,Pinillos,26111
6921,La Rioja,Albelda de Iregua,26120
6922,La Rioja,Nalda,26121
6923,La Rioja,Viguera,26121
6924,La Rioja,Gallinero de Cameros,26122
6925,La Rioja,Pradillo,26122
6926,La Rioja,Villanueva de Cameros,26123
6927,La Rioja,Nieva de Cameros,26124
6928,La Rioja,Ortigosa de Cameros,26124
6929,La Rioja,El Rasillo de Cameros,26124
6930,La Rioja,Villoslada de Cameros,26125
6931,La Rioja,Lumbreras,26126
6932,La Rioja,Alberite,26130
6933,La Rioja,Ribafrecha,26130
6934,La Rioja,Clavijo,26130
6935,La Rioja,Santa Engracia del Jubera,26131
6936,La Rioja,Lagunilla del Jubera,26131
6937,La Rioja,Robres del Castillo,26131
6938,La Rioja,Terroba,26132
6939,La Rioja,Santa Engracia del Jubera,26132
6940,La Rioja,Soto en Cameros,26132
6941,La Rioja,Leza de Río Leza,26132
6942,La Rioja,Rabanera,26133
6943,La Rioja,Hornillos de Cameros,26133
6944,La Rioja,Ajamil de Cameros,26133
6945,La Rioja,San Román de Cameros,26133
6946,La Rioja,Muro en Cameros,26134
6947,La Rioja,Jalón de Cameros,26134
6948,La Rioja,Torre en Cameros,26134
6949,La Rioja,Laguna de Cameros,26135
6950,La Rioja,Cabezón de Cameros,26135
6951,La Rioja,Lardero,26140
6952,La Rioja,Alberite,26141
6953,La Rioja,Villamediana de Iregua,26142
6954,La Rioja,Murillo de Río Leza,26143
6955,La Rioja,Ocón,26144
6956,La Rioja,Corera,26144
6957,La Rioja,Galilea,26144
6958,La Rioja,Ocón,26145
6959,La Rioja,El Redal,26146
6960,La Rioja,Ocón,26147
6961,La Rioja,Ocón,26148
6962,La Rioja,Arrúbal,26151
6963,La Rioja,Agoncillo,26160
6964,La Rioja,Nalda,26190
6965,La Rioja,Sorzano,26191
6966,La Rioja,Nájera,26200
6967,La Rioja,Haro,26200
6968,La Rioja,Cihuri,26210
6969,La Rioja,Anguciana,26210
6970,La Rioja,Tirgo,26210
6971,La Rioja,Fonzaleche,26211
6972,La Rioja,Foncea,26211
6973,La Rioja,Tirgo,26211
6974,La Rioja,Sajazarra,26212
6975,La Rioja,Galbárruli,26212
6976,La Rioja,Cellorigo,26212
6977,La Rioja,Fonzaleche,26212
6978,Burgos,Miranda de Ebro,26212
6979,La Rioja,Leiva,26213
6980,La Rioja,Tormantos,26213
6981,La Rioja,Herramélluri,26213
6982,La Rioja,Ochánduri,26213
6983,La Rioja,Cuzcurrita de Río Tirón,26214
6984,La Rioja,Rodezno,26214
6985,La Rioja,Treviana,26215
6986,La Rioja,San Millán de Yécora,26216
6987,La Rioja,Ollauri,26220
6988,La Rioja,Gimileo,26221
6989,La Rioja,Rodezno,26222
6990,La Rioja,Hormilleja,26223
6991,La Rioja,Torrecilla sobre Alesanco,26224
6992,La Rioja,Casalarreina,26230
6993,La Rioja,Castañares de Rioja,26240
6994,La Rioja,Baños de Rioja,26241
6995,La Rioja,Santo Domingo de la Calzada,26250
6996,La Rioja,Arnedo,26250
6997,La Rioja,Villalobar de Rioja,26256
6998,La Rioja,Hervías,26257
6999,La Rioja,Bañares,26257
7000,La Rioja,Cirueña,26258
7001,La Rioja,Manzanares de Rioja,26258
7002,La Rioja,Villarta-Quintana,26259
7003,La Rioja,Corporales,26259
7004,La Rioja,Grañón,26259
7005,La Rioja,Santurde de Rioja,26260
7006,La Rioja,Pazuengos,26261
7007,La Rioja,Santurdejo,26261
7008,La Rioja,Ojacastro,26270
7009,La Rioja,Ezcaray,26280
7010,La Rioja,Zorraquín,26288
7011,La Rioja,Valgañón,26288
7012,La Rioja,Ezcaray,26289
7013,La Rioja,Briñas,26290
7014,La Rioja,Zarratón,26291
7015,La Rioja,San Torcuato,26291
7016,La Rioja,Cidamón,26291
7017,La Rioja,Villalba de Rioja,26292
7018,La Rioja,Haro,26292
7019,La Rioja,Nájera,26300
7020,La Rioja,Badarán,26310
7021,La Rioja,Cárdenas,26311
7022,La Rioja,Arenzana de Abajo,26311
7023,La Rioja,Camprovín,26311
7024,La Rioja,Cordovín,26311
7025,La Rioja,Arenzana de Arriba,26312
7026,La Rioja,Bezares,26312
7027,La Rioja,Tricio,26312
7028,La Rioja,Uruñuela,26313
7029,La Rioja,Huércanos,26314
7030,La Rioja,Manjarrés,26315
7031,La Rioja,Castroviejo,26315
7032,La Rioja,Santa Coloma,26315
7033,La Rioja,Alesón,26315
7034,La Rioja,Baños de Río Tobía,26320
7035,La Rioja,Villaverde de Rioja,26321
7036,La Rioja,Ledesma de la Cogolla,26321
7037,La Rioja,Matute,26321
7038,La Rioja,Tobía,26321
7039,La Rioja,Pedroso,26321
7040,La Rioja,Bobadilla,26321
7041,La Rioja,Brieva de Cameros,26322
7042,La Rioja,Anguiano,26322
7043,La Rioja,Hormilla,26323
7044,La Rioja,Azofra,26323
7045,La Rioja,Alesanco,26324
7046,La Rioja,Villar de Torre,26325
7047,La Rioja,Canillas de Río Tuerto,26325
7048,La Rioja,Villarejo,26325
7049,La Rioja,Cañas,26325
7050,La Rioja,San Millán de la Cogolla,26326
7051,La Rioja,Berceo,26327
7052,La Rioja,Estollo,26328
7053,La Rioja,Ventrosa,26329
7054,La Rioja,Viniegra de Arriba,26329
7055,La Rioja,Mansilla de la Sierra,26329
7056,La Rioja,Camprovín,26329
7057,La Rioja,Villavelayo,26329
7058,La Rioja,Viniegra de Abajo,26329
7059,La Rioja,Canales de la Sierra,26329
7060,La Rioja,Briones,26330
7061,La Rioja,San Vicente de la Sonsierra,26338
7062,La Rioja,San Vicente de la Sonsierra,26339
7063,La Rioja,Ábalos,26339
7064,La Rioja,San Asensio,26340
7065,La Rioja,Cenicero,26350
7066,La Rioja,Torremontalbo,26359
7067,La Rioja,Fuenmayor,26360
7068,La Rioja,Navarrete,26370
7069,La Rioja,Sotés,26371
7070,La Rioja,Ventosa,26371
7071,La Rioja,Hornos de Moncalvillo,26372
7072,La Rioja,Daroca de Rioja,26373
7073,La Rioja,Medrano,26374
7074,La Rioja,Entrena,26375
7075,La Rioja,Sojuela,26376
7076,La Rioja,Calahorra,26500
7077,La Rioja,Alcanadre,26509
7078,La Rioja,Pradejón,26510
7079,La Rioja,El Villar de Arnedo,26511
7080,La Rioja,Tudelilla,26512
7081,La Rioja,Ausejo,26513
7082,La Rioja,Cervera del Río Alhama,26520
7083,La Rioja,Igea,26525
7084,La Rioja,Cornago,26526
7085,La Rioja,Cornago,26527
7086,La Rioja,Cervera del Río Alhama,26527
7087,La Rioja,Cervera del Río Alhama,26528
7088,La Rioja,Cervera del Río Alhama,26529
7089,La Rioja,Aguilar del Río Alhama,26530
7090,La Rioja,Aguilar del Río Alhama,26531
7091,La Rioja,Valdemadera,26532
7092,La Rioja,Navajún,26533
7093,La Rioja,Alfaro,26540
7094,La Rioja,Rincón de Soto,26550
7095,La Rioja,Aldeanueva de Ebro,26559
7096,La Rioja,Autol,26560
7097,La Rioja,Quel,26570
7098,La Rioja,Arnedo,26580
7099,La Rioja,Herce,26584
7100,La Rioja,Santa Eulalia Bajera,26585
7101,La Rioja,Arnedillo,26585
7102,La Rioja,Enciso,26586
7103,La Rioja,Zarzosa,26586
7104,La Rioja,Munilla,26586
7105,La Rioja,Grávalos,26587
7106,La Rioja,Muro de Aguas,26587
7107,La Rioja,Villarroya,26587
7108,La Rioja,Bergasillas Bajera,26588
7109,La Rioja,Bergasa,26588
7110,La Rioja,Arnedillo,26589
7111,La Rioja,Préjano,26589
7112,Lugo,Lugo,27001
7113,Lugo,Lugo,27002
7114,Lugo,Lugo,27003
7115,Lugo,Lugo,27004
7116,Lugo,A Fonsagrada,27100
7117,Lugo,A Fonsagrada,27110
7118,Lugo,A Fonsagrada,27111
7119,Lugo,A Fonsagrada,27112
7120,Lugo,A Fonsagrada,27113
7121,Lugo,Negueira de Muñiz,27113
7122,Lugo,A Fonsagrada,27114
7123,Lugo,A Fonsagrada,27115
7124,Lugo,A Fonsagrada,27116
7125,Lugo,A Fonsagrada,27117
7126,Lugo,A Fonsagrada,27118
7127,Lugo,Castroverde,27120
7128,Lugo,Castroverde,27122
7129,Lugo,Castroverde,27123
7130,Lugo,Castroverde,27124
7131,Lugo,Castroverde,27125
7132,Lugo,Castroverde,27126
7133,Lugo,Castroverde,27127
7134,Lugo,Castroverde,27128
7135,Lugo,Castroverde,27129
7136,Lugo,Baleira,27130
7137,Lugo,Baleira,27131
7138,Lugo,Baleira,27132
7139,Lugo,Baleira,27133
7140,Lugo,A Fonsagrada,27134
7141,Lugo,A Fonsagrada,27135
7142,Lugo,A Fonsagrada,27136
7143,Lugo,Lugo,27140
7144,Lugo,Lugo,27141
7145,Lugo,Castroverde,27142
7146,Lugo,Castroverde,27143
7147,Lugo,Castroverde,27144
7148,Lugo,O Corgo,27145
7149,Lugo,Lugo,27146
7150,Lugo,Castroverde,27146
7151,Lugo,Outeiro de Rei,27150
7152,Lugo,Outeiro de Rei,27151
7153,Lugo,Guntín,27152
7154,Lugo,Outeiro de Rei,27152
7155,Lugo,Outeiro de Rei,27153
7156,Lugo,Outeiro de Rei,27154
7157,Lugo,Outeiro de Rei,27155
7158,Lugo,Friol,27156
7159,Lugo,Outeiro de Rei,27157
7160,Lugo,Lugo,27160
7161,Lugo,Lugo,27161
7162,Lugo,O Corgo,27162
7163,Lugo,O Corgo,27163
7164,Lugo,O Corgo,27164
7165,Lugo,Castroverde,27166
7166,Lugo,O Corgo,27168
7167,Lugo,Lugo,27169
7168,Lugo,Portomarín,27170
7169,Lugo,Portomarín,27177
7170,Lugo,Portomarín,27178
7171,Lugo,Portomarín,27179
7172,Lugo,Lugo,27180
7173,Lugo,Lugo,27181
7174,Lugo,Guntín,27181
7175,Lugo,Lugo,27182
7176,Lugo,Guntín,27183
7177,Lugo,Guntín,27184
7178,Lugo,Lugo,27185
7179,Lugo,Guntín,27185
7180,Lugo,Guntín,27186
7181,Lugo,Portomarín,27187
7182,Lugo,Lugo,27188
7183,Lugo,Portomarín,27188
7184,Lugo,O Corgo,27190
7185,Lugo,Lugo,27190
7186,Lugo,Lugo,27191
7187,Lugo,Lugo,27192
7188,Lugo,Palas de Rei,27200
7189,Lugo,Palas de Rei,27203
7190,Lugo,Palas de Rei,27204
7191,Lugo,Palas de Rei,27205
7192,Lugo,Palas de Rei,27206
7193,Lugo,Palas de Rei,27207
7194,Lugo,Palas de Rei,27208
7195,Lugo,Palas de Rei,27209
7196,Lugo,Guntín,27210
7197,Lugo,Lugo,27210
7198,Lugo,Guntín,27211
7199,Lugo,Portomarín,27212
7200,Lugo,Portomarín,27213
7201,Lugo,Portomarín,27214
7202,Lugo,Monterroso,27215
7203,Lugo,Palas de Rei,27216
7204,Lugo,Palas de Rei,27217
7205,Lugo,Friol,27220
7206,Lugo,A Pontenova,27220
7207,Lugo,Friol,27226
7208,Lugo,Friol,27227
7209,Lugo,Friol,27228
7210,Lugo,Friol,27229
7211,Lugo,Lugo,27230
7212,Lugo,Lugo,27231
7213,Lugo,Lugo,27232
7214,Lugo,Guntín,27233
7215,Lugo,Lugo,27233
7216,Lugo,Guntín,27234
7217,Lugo,Friol,27235
7218,Lugo,Meira,27240
7219,Lugo,Meira,27241
7220,Lugo,Ribeira de Piquín,27243
7221,Lugo,Ribeira de Piquín,27244
7222,Lugo,Ribeira de Piquín,27245
7223,Lugo,A Pastoriza,27246
7224,Lugo,Meira,27247
7225,Lugo,Pol,27247
7226,Lugo,A Pastoriza,27248
7227,Lugo,Castro de Rei,27250
7228,Lugo,Castro de Rei,27256
7229,Lugo,Castro de Rei,27257
7230,Lugo,Castro de Rei,27258
7231,Lugo,Castro de Rei,27259
7232,Lugo,Castro de Rei,27260
7233,Lugo,Castro de Rei,27266
7234,Lugo,Castro de Rei,27267
7235,Lugo,Castro de Rei,27268
7236,Lugo,Castro de Rei,27269
7237,Lugo,Pol,27270
7238,Lugo,Castro de Rei,27271
7239,Lugo,Pol,27272
7240,Lugo,Pol,27273
7241,Lugo,Pol,27274
7242,Lugo,Pol,27275
7243,Lugo,Baleira,27276
7244,Lugo,Baleira,27277
7245,Lugo,Baleira,27278
7246,Lugo,Pol,27279
7247,Lugo,Pol,27280
7248,Lugo,Pol,27283
7249,Lugo,A Pastoriza,27286
7250,Lugo,A Pastoriza,27287
7251,Lugo,Castro de Rei,27289
7252,Lugo,Lugo,27289
7253,Lugo,Lugo,27290
7254,Lugo,Lugo,27293
7255,Lugo,Castroverde,27293
7256,Lugo,Lugo,27294
7257,Lugo,Lugo,27296
7258,Lugo,Lugo,27297
7259,Lugo,Lugo,27298
7260,Lugo,Friol,27299
7261,Lugo,Lugo,27299
7262,Lugo,Guitiriz,27300
7263,Lugo,Guitiriz,27305
7264,Lugo,Guitiriz,27306
7265,Lugo,Guitiriz,27307
7266,Lugo,Guitiriz,27308
7267,Lugo,Guitiriz,27309
7268,Lugo,Ribas de Sil,27310
7269,Lugo,Ribas de Sil,27317
7270,Lugo,Ribas de Sil,27318
7271,Lugo,Quiroga,27320
7272,Lugo,Folgoso do Courel,27324
7273,Lugo,Folgoso do Courel,27325
7274,Lugo,Folgoso do Courel,27326
7275,Lugo,Folgoso do Courel,27327
7276,Lugo,Folgoso do Courel,27328
7277,Lugo,Quiroga,27328
7278,Lugo,Quiroga,27329
7279,Lugo,A Pobra do Brollón,27330
7280,Lugo,A Pobra do Brollón,27331
7281,Lugo,A Pobra do Brollón,27332
7282,Lugo,A Pobra do Brollón,27333
7283,Lugo,A Pobra do Brollón,27334
7284,Lugo,A Pobra do Brollón,27335
7285,Lugo,A Pobra do Brollón,27336
7286,Lugo,A Pobra do Brollón,27338
7287,Lugo,A Pobra do Brollón,27339
7288,Lugo,Folgoso do Courel,27339
7289,Lugo,Bóveda,27340
7290,Lugo,O Incio,27341
7291,Lugo,O Incio,27342
7292,Lugo,Bóveda,27343
7293,Lugo,Bóveda,27344
7294,Lugo,O Incio,27345
7295,Lugo,O Incio,27346
7296,Lugo,O Incio,27347
7297,Lugo,A Pobra do Brollón,27347
7298,Lugo,O Incio,27348
7299,Lugo,Bóveda,27349
7300,Lugo,Bóveda,27350
7301,Lugo,Bóveda,27359
7302,Lugo,Láncara,27360
7303,Lugo,O Páramo,27362
7304,Lugo,O Páramo,27363
7305,Lugo,O Páramo,27364
7306,Lugo,Láncara,27366
7307,Lugo,Láncara,27367
7308,Lugo,Láncara,27368
7309,Lugo,O Páramo,27369
7310,Lugo,Láncara,27369
7311,Lugo,Begonte,27370
7312,Lugo,Rábade,27370
7313,Lugo,Guitiriz,27372
7314,Lugo,Begonte,27372
7315,Lugo,Begonte,27373
7316,Lugo,Outeiro de Rei,27373
7317,Lugo,Outeiro de Rei,27374
7318,Lugo,Begonte,27375
7319,Lugo,Vilalba,27375
7320,Lugo,Cospeito,27375
7321,Lugo,Cospeito,27376
7322,Lugo,Cospeito,27377
7323,Lugo,Cospeito,27378
7324,Lugo,Cospeito,27379
7325,Lugo,Guitiriz,27380
7326,Lugo,Guitiriz,27388
7327,Lugo,Guitiriz,27389
7328,Lugo,Quiroga,27390
7329,Lugo,Quiroga,27391
7330,Lugo,A Pobra do Brollón,27391
7331,Lugo,Sarria,27392
7332,Lugo,Monforte de Lemos,27400
7333,Lugo,Guitiriz,27400
7334,Lugo,Monforte de Lemos,27410
7335,Lugo,Monforte de Lemos,27411
7336,Lugo,Monforte de Lemos,27412
7337,Lugo,Monforte de Lemos,27413
7338,Lugo,A Pobra do Brollón,27413
7339,Lugo,Monforte de Lemos,27414
7340,Lugo,Monforte de Lemos,27415
7341,Lugo,Monforte de Lemos,27416
7342,Lugo,Monforte de Lemos,27417
7343,Lugo,Monforte de Lemos,27418
7344,Lugo,Monforte de Lemos,27419
7345,Lugo,Pantón,27419
7346,Lugo,Monforte de Lemos,27420
7347,Lugo,Sober,27421
7348,Lugo,Sober,27422
7349,Lugo,Sober,27423
7350,Lugo,Sober,27424
7351,Lugo,Sober,27425
7352,Lugo,Pantón,27430
7353,Lugo,Pantón,27437
7354,Lugo,Pantón,27438
7355,Lugo,Pantón,27439
7356,Lugo,Sober,27440
7357,Lugo,Pantón,27450
7358,Lugo,Sober,27460
7359,Lugo,Sober,27466
7360,Lugo,Sober,27468
7361,Lugo,Sober,27469
7362,Lugo,Pantón,27470
7363,Lugo,Chantada,27500
7364,Lugo,Chantada,27510
7365,Lugo,Chantada,27511
7366,Lugo,Chantada,27512
7367,Lugo,Chantada,27513
7368,Lugo,Chantada,27514
7369,Lugo,Monterroso,27515
7370,Lugo,Chantada,27515
7371,Lugo,Chantada,27516
7372,Lugo,Chantada,27517
7373,Lugo,Chantada,27518
7374,Lugo,Chantada,27519
7375,Lugo,Carballedo,27520
7376,Lugo,Carballedo,27527
7377,Lugo,Carballedo,27528
7378,Lugo,Carballedo,27529
7379,Lugo,Carballedo,27530
7380,Lugo,Carballedo,27531
7381,Lugo,Carballedo,27532
7382,Lugo,O Saviñao,27532
7383,Lugo,Carballedo,27533
7384,Lugo,Chantada,27533
7385,Lugo,O Saviñao,27540
7386,Lugo,O Saviñao,27543
7387,Lugo,O Saviñao,27544
7388,Lugo,O Saviñao,27545
7389,Lugo,O Saviñao,27546
7390,Lugo,O Saviñao,27547
7391,Lugo,O Saviñao,27548
7392,Lugo,Pantón,27549
7393,Lugo,O Saviñao,27549
7394,Lugo,Taboada,27550
7395,Lugo,Taboada,27554
7396,Lugo,Taboada,27555
7397,Lugo,Taboada,27556
7398,Lugo,Taboada,27557
7399,Lugo,Taboada,27558
7400,Lugo,Taboada,27559
7401,Lugo,Monterroso,27560
7402,Lugo,Monterroso,27568
7403,Lugo,Monterroso,27569
7404,Lugo,Antas de Ulla,27570
7405,Lugo,Antas de Ulla,27576
7406,Lugo,Antas de Ulla,27577
7407,Lugo,Antas de Ulla,27578
7408,Lugo,Antas de Ulla,27579
7409,Lugo,Monforte de Lemos,27590
7410,Lugo,Monforte de Lemos,27591
7411,Lugo,Pantón,27592
7412,Lugo,Monforte de Lemos,27592
7413,Lugo,Pantón,27593
7414,Lugo,O Saviñao,27594
7415,Lugo,Chantada,27595
7416,Lugo,Taboada,27596
7417,Lugo,Sarria,27600
7418,Lugo,Sarria,27610
7419,Lugo,Paradela,27611
7420,Lugo,Paradela,27612
7421,Lugo,Sarria,27612
7422,Lugo,Sarria,27613
7423,Lugo,Sarria,27614
7424,Lugo,Láncara,27614
7425,Lugo,Láncara,27615
7426,Lugo,Sarria,27615
7427,Lugo,Sarria,27616
7428,Lugo,Sarria,27617
7429,Lugo,Sarria,27618
7430,Lugo,Sarria,27619
7431,Lugo,Samos,27620
7432,Lugo,Samos,27623
7433,Lugo,Samos,27624
7434,Lugo,Samos,27625
7435,Lugo,Samos,27626
7436,Lugo,Samos,27627
7437,Lugo,Samos,27628
7438,Lugo,Triacastela,27630
7439,Lugo,Samos,27631
7440,Lugo,Triacastela,27631
7441,Lugo,Triacastela,27632
7442,Lugo,O Páramo,27633
7443,Lugo,Samos,27633
7444,Lugo,Triacastela,27634
7445,Lugo,Samos,27635
7446,Lugo,Samos,27636
7447,Lugo,Sarria,27637
7448,Lugo,Samos,27638
7449,Lugo,Triacastela,27639
7450,Lugo,Becerreá,27640
7451,Lugo,As Nogais,27646
7452,Lugo,Becerreá,27647
7453,Lugo,Becerreá,27648
7454,Lugo,Becerreá,27649
7455,Lugo,Navia de Suarna,27650
7456,Lugo,Becerreá,27650
7457,Lugo,Navia de Suarna,27651
7458,Lugo,Navia de Suarna,27652
7459,Lugo,Navia de Suarna,27653
7460,Lugo,Navia de Suarna,27654
7461,Lugo,Navia de Suarna,27655
7462,Lugo,Navia de Suarna,27656
