"provincia";"poblacion";"codigopostalid"
"León";"Valdelugueros";"24844"
"León";"Valdelugueros";"24845"
"León";"Valdepiélago";"24846"
"León";"Valdepiélago";"24847"
"León";"La Vecilla";"24848"
"León";"Santa Colomba de Curue?o";"24848"
"León";"Valdepiélago";"24849"
"León";"La Vecilla";"24849"
"León";"Bo?ar";"24850"
"León";"Bo?ar";"24852"
"León";"Vegaquemada";"24852"
"León";"Bo?ar";"24853"
"León";"Bo?ar";"24854"
"León";"Puebla de Lillo";"24855"
"León";"Reyero";"24856"
"León";"Bo?ar";"24857"
"León";"Puebla de Lillo";"24857"
"León";"Bo?ar";"24858"
"León";"Bo?ar";"24859"
"León";"Vegaquemada";"24860"
"León";"Bo?ar";"24860"
"León";"Vegaquemada";"24869"
"León";"La Ercina";"24870"
"León";"La Ercina";"24877"
"León";"La Ercina";"24878"
"León";"Gradefes";"24878"
"León";"La Ercina";"24879"
"León";"Valderrueda";"24880"
"León";"Valderrueda";"24882"
"León";"Valderrueda";"24883"
"León";"Valderrueda";"24884"
"León";"Prioro";"24885"
"León";"Boca de Huérgano";"24885"
"León";"Valderrueda";"24886"
"León";"Valderrueda";"24887"
"León";"Almanza";"24888"
"León";"Valderrueda";"24888"
"León";"Cebanico";"24888"
"León";"Valderrueda";"24889"
"León";"Garrafe de Torío";"24890"
"León";"Garrafe de Torío";"24891"
"León";"Cebanico";"24892"
"León";"Prado de la Guzpe?a";"24893"
"León";"Ria?o";"24900"
"León";"Boca de Huérgano";"24911"
"León";"Boca de Huérgano";"24912"
"León";"Boca de Huérgano";"24913"
"León";"Posada de Valdeón";"24914"
"León";"Posada de Valdeón";"24915"
"León";"Oseja de Sajambre";"24916"
"León";"Burón";"24917"
"León";"Ria?o";"24918"
"León";"Valdepolo";"24920"
"León";"Valdepolo";"24930"
"León";"Cubillas de Rueda";"24940"
"León";"Cistierna";"24950"
"León";"Sabero";"24960"
"León";"Crémenes";"24960"
"León";"Crémenes";"24970"
"León";"Crémenes";"24980"
"León";"Crémenes";"24989"
"León";"Crémenes";"24990"
"León";"Crémenes";"24991"
"León";"Burón";"24994"
"León";"Acebedo";"24994"
"León";"Burón";"24995"
"León";"Mara?a";"24996"
"León";"Acebedo";"24996"
"Lleida";"Lleida";"25001"
"Lleida";"Lleida";"25002"
"Lleida";"Lleida";"25003"
"Lleida";"Lleida";"25004"
"Lleida";"Lleida";"25005"
"Lleida";"Lleida";"25006"
"Lleida";"Lleida";"25007"
"Lleida";"Lleida";"25008"
"Lleida";"Almacelles";"25100"
"Lleida";"Torrefarrera";"25110"
"Lleida";"Alpicat";"25110"
"Lleida";"Lleida";"25111"
"Lleida";"Gimenells i el Pla de la Font";"25112"
"Lleida";"Lleida";"25113"
"Lleida";"Gimenells i el Pla de la Font";"25114"
"Lleida";"Alfarr?s";"25120"
"Lleida";"Ivars de Noguera";"25122"
"Lleida";"Torrefarrera";"25123"
"Lleida";"Rosselló";"25124"
"Lleida";"Alguaire";"25125"
"Lleida";"Almenar";"25126"
"Lleida";"Torrefarrera";"25126"
"Lleida";"Algerri";"25130"
"Lleida";"Torre-serona";"25131"
"Lleida";"Benavent de Segri?";"25132"
"Lleida";"Vilanova de Segri?";"25133"
"Lleida";"La Portella";"25134"
"Lleida";"Albesa";"25135"
"Lleida";"Castelló de Farfanya";"25136"
"Lleida";"Corbins";"25137"
"Lleida";"Torrelameu";"25138"
"Lleida";"Men?rguens";"25139"
"Lleida";"Arbeca";"25140"
"Lleida";"Torregrossa";"25141"
"Lleida";"Bellvís";"25142"
"Lleida";"El Poal";"25143"
"Lleida";"Bellvís";"25144"
"Lleida";"Artesa de Lleida";"25150"
"Lleida";"Aspa";"25151"
"Lleida";"El Cogul";"25152"
"Lleida";"Puigverd de Lleida";"25153"
"Lleida";"Castelldans";"25154"
"Lleida";"L'Albagés";"25155"
"Lleida";"Granyena de les Garrigues";"25160"
"Lleida";"Alfés";"25161"
"Lleida";"Alcanó";"25162"
"Lleida";"El Soler?s";"25163"
"Lleida";"Els Torms";"25164"
"Lleida";"Juncosa";"25165"
"Lleida";"Torres de Segre";"25170"
"Lleida";"Albat?rrec";"25171"
"Lleida";"Montoliu de Lleida";"25172"
"Lleida";"Sudanell";"25173"
"Lleida";"Sunyer";"25174"
"Lleida";"Sarroca de Lleida";"25175"
"Lleida";"Torrebesses";"25176"
"Lleida";"La Granadella";"25177"
"Lleida";"Bellaguarda";"25177"
"Lleida";"Bovera";"25178"
"Lleida";"Maials";"25179"
"Lleida";"Alcarr?s";"25180"
"Lleida";"Soses";"25181"
"Lleida";"Aitona";"25182"
"Lleida";"Ser?s";"25183"
"Lleida";"Massalcoreig";"25184"
"Lleida";"La Granja d'Escarp";"25185"
"Lleida";"Llardecans";"25186"
"Lleida";"Almatret";"25187"
"Lleida";"Lleida";"25190"
"Lleida";"Lleida";"25191"
"Lleida";"Lleida";"25192"
"Lleida";"Sant Llorenç de Morunys";"25193"
"Lleida";"Alcarr?s";"25193"
"Lleida";"Lleida";"25193"
"Lleida";"Lleida";"25194"
"Lleida";"Lleida";"25195"
"Lleida";"Lleida";"25196"
"Lleida";"Lleida";"25197"
"Lleida";"Lleida";"25198"
"Lleida";"Lleida";"25199"
"Lleida";"Cervera";"25200"
"Lleida";"Guissona";"25210"
"Lleida";"Sant Guim de la Plana";"25211"
"Lleida";"Massoteres";"25211"
"Lleida";"Torrefeta i Florejacs";"25211"
"Lleida";"Torrefeta i Florejacs";"25212"
"Lleida";"Tarroja de Segarra";"25212"
"Lleida";"Els Plans de Sió";"25212"
"Lleida";"Talavera";"25213"
"Lleida";"Ribera d'Ondara";"25213"
"Lleida";"Cervera";"25213"
"Lleida";"Senterada";"25214"
"Lleida";"Les Oluges";"25214"
"Lleida";"Estar?s";"25214"
"Lleida";"Cervera";"25214"
"Lleida";"Estar?s";"25215"
"Lleida";"Sant Ramon";"25215"
"Lleida";"Ivorra";"25216"
"Lleida";"Sant Ramon";"25216"
"Lleida";"Granyena de Segarra";"25217"
"Lleida";"Montoliu de Segarra";"25217"
"Lleida";"Baix Pallars";"25217"
"Lleida";"Ribera d'Ondara";"25217"
"Lleida";"Cervera";"25218"
"Lleida";"Els Plans de Sió";"25218"
"Lleida";"Granyanella";"25218"
"Lleida";"Bell-lloc d'Urgell";"25220"
"Lleida";"Els Alamús";"25221"
"Lleida";"Sidamon";"25222"
"Lleida";"Mollerussa";"25230"
"Lleida";"Penelles";"25240"
"Lleida";"Linyola";"25240"
"Lleida";"Golmés";"25241"
"Lleida";"Miralcamp";"25242"
"Lleida";"El Palau d'Anglesola";"25243"
"Lleida";"Fondarella";"25244"
"Lleida";"Vila-sana";"25245"
"Lleida";"Bellpuig";"25250"
"Lleida";"Ivars d'Urgell";"25260"
"Lleida";"Penelles";"25261"
"Lleida";"Ivars d'Urgell";"25261"
"Lleida";"Barbens";"25262"
"Lleida";"Preixana";"25263"
"Lleida";"Vilanova de Bellpuig";"25264"
"Lleida";"Castellnou de Seana";"25265"
"Lleida";"Belianes";"25266"
"Lleida";"Mald?";"25266"
"Lleida";"Sant Martí de Riucorb";"25267"
"Lleida";"Els Omells de na Gaia";"25268"
"Lleida";"Vallbona de les Monges";"25268"
"Lleida";"Vallbona de les Monges";"25269"
"Lleida";"Sant Guim de Freixenet";"25270"
"Lleida";"Estar?s";"25271"
"Lleida";"Sant Guim de Freixenet";"25271"
"Lleida";"Solsona";"25280"
"Lleida";"Olius";"25280"
"Lleida";"Llobera";"25281"
"Lleida";"Sant Llorenç de Morunys";"25282"
"Lleida";"Od?n";"25283"
"Lleida";"Lladurs";"25283"
"Lleida";"La Coma i la Pedra";"25284"
"Lleida";"Guixers";"25285"
"Lleida";"Alt ?neu";"25286"
"Lleida";"Pinell de Solson?s";"25286"
"Lleida";"Nav?s";"25286"
"Lleida";"Olius";"25286"
"Lleida";"Pinós";"25287"
"Lleida";"Riner";"25287"
"Lleida";"Olius";"25287"
"Lleida";"Lladurs";"25288"
"Lleida";"Bassella";"25289"
"Lleida";"Castellar de la Ribera";"25289"
"Lleida";"Clariana de Cardener";"25290"
"Lleida";"Riner";"25290"
"Lleida";"T?rrega";"25300"
"Lleida";"Agramunt";"25310"
"Lleida";"Montgai";"25315"
"Lleida";"Preixens";"25316"
"Lleida";"Agramunt";"25317"
"Lleida";"Agramunt";"25318"
"Lleida";"Puigverd d'Agramunt";"25318"
"Lleida";"Oliola";"25318"
"Lleida";"Ossó de Sió";"25318"
"Lleida";"Anglesola";"25320"
"Lleida";"La Vall de Boí";"25327"
"Lleida";"Vilagrassa";"25330"
"Lleida";"Tornabous";"25331"
"Lleida";"Agramunt";"25331"
"Lleida";"La Fuliola";"25332"
"Lleida";"Penelles";"25333"
"Lleida";"Castellser?";"25334"
"Lleida";"Penelles";"25335"
"Lleida";"Bellmunt d'Urgell";"25336"
"Lleida";"Bellcaire d'Urgell";"25337"
"Lleida";"Montorn?s de Segarra";"25340"
"Lleida";"Verdú";"25340"
"Lleida";"Ciutadilla";"25341"
"Lleida";"Guimer?";"25341"
"Lleida";"Nalec";"25341"
"Lleida";"Sant Martí de Riucorb";"25343"
"Lleida";"Sant Martí de Riucorb";"25344"
"Lleida";"T?rrega";"25350"
"Lleida";"T?rrega";"25351"
"Lleida";"T?rrega";"25352"
"Lleida";"T?rrega";"25353"
"Lleida";"T?rrega";"25354"
"Lleida";"T?rrega";"25360"
"Lleida";"Les Borges Blanques";"25400"
"Lleida";"L'Espluga Calba";"25410"
"Lleida";"Fulleda";"25411"
"Lleida";"Els Omellons";"25412"
"Lleida";"La Floresta";"25413"
"Lleida";"Puiggr?s";"25420"
"Lleida";"Juneda";"25430"
"Lleida";"Vinaixa";"25440"
"Lleida";"L'Albi";"25450"
"Lleida";"Cervi? de les Garrigues";"25460"
"Lleida";"La Pobla de Cérvoles";"25471"
"Lleida";"Tarrés";"25480"
"Lleida";"La Pobla de Segur";"25500"
"Lleida";"La Torre de Cabdella";"25510"
"Lleida";"La Torre de Cabdella";"25511"
"Lleida";"La Torre de Cabdella";"25512"
"Lleida";"La Pobla de Segur";"25513"
"Lleida";"La Torre de Cabdella";"25513"
"Lleida";"Baix Pallars";"25513"
"Lleida";"Senterada";"25514"
"Lleida";"El Pont de Suert";"25514"
"Lleida";"La Torre de Cabdella";"25515"
"Lleida";"Conca de Dalt";"25516"
"Lleida";"La Pobla de Segur";"25516"
"Lleida";"Conca de Dalt";"25517"
"Lleida";"Conca de Dalt";"25518"
"Lleida";"El Pont de Suert";"25520"
"Lleida";"El Pont de Suert";"25526"
"Lleida";"La Vall de Boí";"25526"
"Lleida";"La Vall de Boí";"25527"
"Lleida";"La Vall de Boí";"25528"
"Lleida";"El Pont de Suert";"25529"
"Lleida";"Vielha e Mijaran";"25530"
"Lleida";"Vielha e Mijaran";"25537"
"Lleida";"Vielha e Mijaran";"25538"
"Lleida";"Vielha e Mijaran";"25539"
"Lleida";"Naut Aran";"25539"
"Lleida";"Les";"25540"
"Lleida";"El Vilosell";"25547"
"Lleida";"Canejan";"25548"
"Lleida";"Bausen";"25549"
"Lleida";"Boss?st";"25550"
"Lleida";"Es B?rdes";"25551"
"Lleida";"Vilam?s";"25551"
"Lleida";"Arres";"25551"
"Lleida";"El Pont de Suert";"25552"
"Lleida";"Vilaller";"25552"
"Lleida";"Vilaller";"25553"
"Lleida";"El Pont de Suert";"25554"
"Lleida";"El Pont de Suert";"25555"
"Lleida";"Sarroca de Bellera";"25555"
"Lleida";"Senterada";"25555"
"Lleida";"El Pont de Suert";"25556"
"Lleida";"El Vilosell";"25557"
"Lleida";"Sort";"25560"
"Lleida";"Alcoletge";"25560"
"Lleida";"Soriguera";"25566"
"Lleida";"Sort";"25567"
"Lleida";"Sort";"25568"
"Lleida";"Sort";"25569"
"Lleida";"Soriguera";"25569"
"Lleida";"Vall de Cardós";"25570"
"Lleida";"Esterri de Cardós";"25571"
"Lleida";"Lladorre";"25571"
"Lleida";"Vall de Cardós";"25571"
"Lleida";"Vall de Cardós";"25572"
"Lleida";"Alins";"25573"
"Lleida";"Alins";"25574"
"Lleida";"Alins";"25575"
"Lleida";"Vall de Cardós";"25576"
"Lleida";"Lladorre";"25576"
"Lleida";"Lladorre";"25577"
"Lleida";"Esterri d'?neu";"25580"
"Lleida";"Tremp";"25583"
"Lleida";"Tremp";"25584"
"Lleida";"Alt ?neu";"25586"
"Lleida";"Alt ?neu";"25587"
"Lleida";"La Guingueta d'?neu";"25588"
"Lleida";"Alt ?neu";"25589"
"Lleida";"Baix Pallars";"25590"
"Lleida";"Baix Pallars";"25591"
"Lleida";"Baix Pallars";"25592"
"Lleida";"Camarasa";"25592"
"Lleida";"Soriguera";"25593"
"Lleida";"Llavorsí";"25594"
"Lleida";"Rialp";"25594"
"Lleida";"Farrera";"25595"
"Lleida";"Tírvia";"25595"
"Lleida";"La Guingueta d'?neu";"25595"
"Lleida";"Llavorsí";"25595"
"Lleida";"La Guingueta d'?neu";"25596"
"Lleida";"Espot";"25597"
"Lleida";"La Guingueta d'?neu";"25597"
"Lleida";"Naut Aran";"25598"
"Lleida";"Naut Aran";"25599"
"Lleida";"Balaguer";"25600"
"Lleida";"Os de Balaguer";"25610"
"Lleida";"?ger";"25611"
"Lleida";"Les Avellanes i Santa Linya";"25611"
"Lleida";"Os de Balaguer";"25611"
"Lleida";"Les Avellanes i Santa Linya";"25612"
"Lleida";"Os de Balaguer";"25612"
"Lleida";"Camarasa";"25613"
"Lleida";"Os de Balaguer";"25614"
"Lleida";"Camarasa";"25615"
"Lleida";"Montgai";"25616"
"Lleida";"La Sentiu de Sió";"25617"
"Lleida";"Vallfogona de Balaguer";"25617"
"Lleida";"Tremp";"25620"
"Lleida";"Talarn";"25630"
"Lleida";"Castell de Mur";"25631"
"Lleida";"Castell de Mur";"25632"
"Lleida";"Sant Esteve de la Sarga";"25632"
"Lleida";"Tremp";"25633"
"Lleida";"Castell de Mur";"25633"
"Lleida";"Tremp";"25634"
"Lleida";"Tremp";"25635"
"Lleida";"Tremp";"25636"
"Lleida";"Tremp";"25637"
"Lleida";"Gavet de la Conca";"25638"
"Lleida";"Llimiana";"25638"
"Lleida";"Llimiana";"25639"
"Lleida";"Gavet de la Conca";"25639"
"Lleida";"Tremp";"25640"
"Lleida";"Isona i Conca Dell?";"25650"
"Lleida";"Abella de la Conca";"25651"
"Lleida";"Isona i Conca Dell?";"25651"
"Lleida";"Abella de la Conca";"25652"
"Lleida";"Isona i Conca Dell?";"25653"
"Lleida";"Tremp";"25654"
"Lleida";"Isona i Conca Dell?";"25655"
"Lleida";"Isona i Conca Dell?";"25656"
"Lleida";"Isona i Conca Dell?";"25657"
"Lleida";"Isona i Conca Dell?";"25658"
"Lleida";"Alcoletge";"25660"
"Lleida";"Térmens";"25670"
"Lleida";"Vallfogona de Balaguer";"25680"
"Lleida";"Gavet de la Conca";"25689"
"Lleida";"Vilanova de la Barca";"25690"
"Lleida";"?ger";"25691"
"Lleida";"Camarasa";"25692"
"Lleida";"?ger";"25692"
"Lleida";"Sal?s de Pallars";"25693"
"Lleida";"La Seu d'Urgell";"25700"
"Lleida";"La Seu d'Urgell";"25710"
"Lleida";"Montferrer i Castellb?";"25711"
"Lleida";"Montferrer i Castellb?";"25712"
"Lleida";"Ribera d'Urgellet";"25713"
"Lleida";"Montferrer i Castellb?";"25714"
"Lleida";"Ribera d'Urgellet";"25714"
"Lleida";"Les Valls d'Aguilar";"25714"
"Lleida";"Al?s i Cerc";"25715"
"Lleida";"Gósol";"25716"
"Lleida";"Vall de Cardós";"25717"
"Lleida";"Al?s i Cerc";"25717"
"Lleida";"Josa i Tuixén";"25717"
"Lleida";"La Vansa i Fórnols";"25717"
"Lleida";"Al?s i Cerc";"25718"
"Lleida";"Estamariu";"25719"
"Lleida";"Bellver de Cerdanya";"25720"
"Lleida";"Prats i Sansor";"25721"
"Lleida";"Riu de Cerdanya";"25721"
"Lleida";"Bellver de Cerdanya";"25721"
"Lleida";"Ars?guel";"25722"
"Lleida";"El Pont de Bar";"25722"
"Lleida";"Cava";"25722"
"Lleida";"El Pont de Bar";"25723"
"Lleida";"Bellver de Cerdanya";"25724"
"Lleida";"Montell? i Martinet";"25724"
"Lleida";"Montell? i Martinet";"25725"
"Lleida";"Lles de Cerdanya";"25726"
"Lleida";"Prullans";"25727"
"Lleida";"Artesa de Segre";"25730"
"Lleida";"Vilanova de Mei?";"25735"
"Lleida";"Artesa de Segre";"25736"
"Lleida";"Vilanova de Mei?";"25736"
"Lleida";"Foradada";"25737"
"Lleida";"Al?s de Balaguer";"25737"
"Lleida";"Bassella";"25737"
"Lleida";"Artesa de Segre";"25737"
"Lleida";"Cubells";"25737"
"Lleida";"Vilanova de Mei?";"25738"
"Lleida";"Artesa de Segre";"25738"
"Lleida";"Artesa de Segre";"25739"
"Lleida";"Ponts";"25740"
"Lleida";"Ponts";"25746"
"Lleida";"La Baronia de Rialb";"25747"
"Lleida";"Abella de la Conca";"25747"
"Lleida";"Cabanabona";"25748"
"Lleida";"Vilanova de l'Aguda";"25748"
"Lleida";"Oliola";"25748"
"Lleida";"Oliola";"25749"
"Lleida";"Ponts";"25749"
"Lleida";"Vilanova de l'Aguda";"25749"
"Lleida";"Tor?";"25750"
"Lleida";"Tor?";"25751"
"Lleida";"Biosca";"25752"
"Lleida";"Biosca";"25753"
"Lleida";"Sanaüja";"25753"
"Lleida";"Biosca";"25772"
"Lleida";"Oliana";"25790"
"Lleida";"Coll de Nargó";"25790"
"Lleida";"Peramola";"25790"
"Lleida";"Od?n";"25790"
"Lleida";"Tiurana";"25791"
"Lleida";"Bassella";"25792"
"Lleida";"Coll de Nargó";"25793"
"Lleida";"Fígols i Aliny?";"25794"
"Lleida";"Cabó";"25794"
"Lleida";"Organy?";"25794"
"Lleida";"Coll de Nargó";"25794"
"Lleida";"Ribera d'Urgellet";"25795"
"Lleida";"Les Valls d'Aguilar";"25795"
"Lleida";"Ribera d'Urgellet";"25796"
"Lleida";"Ribera d'Urgellet";"25797"
"Lleida";"Les Valls de Valira";"25798"
"Lleida";"El Pont de Bar";"25799"
"La Rioja";"Logro?o";"26001"
"La Rioja";"Logro?o";"26002"
"La Rioja";"Logro?o";"26003"
"La Rioja";"Logro?o";"26004"
"La Rioja";"Logro?o";"26005"
"La Rioja";"Logro?o";"26006"
"La Rioja";"Villamediana de Iregua";"26006"
"La Rioja";"Logro?o";"26007"
"La Rioja";"Logro?o";"26008"
"La Rioja";"Logro?o";"26009"
"La Rioja";"Torrecilla en Cameros";"26100"
"La Rioja";"Almarza de Cameros";"26100"
"La Rioja";"Nestares";"26110"
"La Rioja";"Almarza de Cameros";"26111"
"La Rioja";"Pinillos";"26111"
"La Rioja";"Albelda de Iregua";"26120"
"La Rioja";"Nalda";"26121"
"La Rioja";"Viguera";"26121"
"La Rioja";"Gallinero de Cameros";"26122"
"La Rioja";"Pradillo";"26122"
"La Rioja";"Villanueva de Cameros";"26123"
"La Rioja";"Nieva de Cameros";"26124"
"La Rioja";"Ortigosa de Cameros";"26124"
"La Rioja";"El Rasillo de Cameros";"26124"
"La Rioja";"Villoslada de Cameros";"26125"
"La Rioja";"Lumbreras";"26126"
"La Rioja";"Alberite";"26130"
"La Rioja";"Ribafrecha";"26130"
"La Rioja";"Clavijo";"26130"
"La Rioja";"Santa Engracia del Jubera";"26131"
"La Rioja";"Lagunilla del Jubera";"26131"
"La Rioja";"Robres del Castillo";"26131"
"La Rioja";"Terroba";"26132"
"La Rioja";"Santa Engracia del Jubera";"26132"
"La Rioja";"Soto en Cameros";"26132"
"La Rioja";"Leza de Río Leza";"26132"
"La Rioja";"Rabanera";"26133"
"La Rioja";"Hornillos de Cameros";"26133"
"La Rioja";"Ajamil de Cameros";"26133"
"La Rioja";"San Román de Cameros";"26133"
"La Rioja";"Muro en Cameros";"26134"
"La Rioja";"Jalón de Cameros";"26134"
"La Rioja";"Torre en Cameros";"26134"
"La Rioja";"Laguna de Cameros";"26135"
"La Rioja";"Cabezón de Cameros";"26135"
"La Rioja";"Lardero";"26140"
"La Rioja";"Alberite";"26141"
"La Rioja";"Villamediana de Iregua";"26142"
"La Rioja";"Murillo de Río Leza";"26143"
"La Rioja";"Ocón";"26144"
"La Rioja";"Corera";"26144"
"La Rioja";"Galilea";"26144"
"La Rioja";"Ocón";"26145"
"La Rioja";"El Redal";"26146"
"La Rioja";"Ocón";"26147"
"La Rioja";"Ocón";"26148"
"La Rioja";"Arrúbal";"26151"
"La Rioja";"Agoncillo";"26160"
"La Rioja";"Nalda";"26190"
"La Rioja";"Sorzano";"26191"
"La Rioja";"Nájera";"26200"
"La Rioja";"Haro";"26200"
"La Rioja";"Cihuri";"26210"
"La Rioja";"Anguciana";"26210"
"La Rioja";"Tirgo";"26210"
"La Rioja";"Fonzaleche";"26211"
"La Rioja";"Foncea";"26211"
"La Rioja";"Tirgo";"26211"
"La Rioja";"Sajazarra";"26212"
"La Rioja";"Galbárruli";"26212"
"La Rioja";"Cellorigo";"26212"
"La Rioja";"Fonzaleche";"26212"
"Burgos";"Miranda de Ebro";"26212"
"La Rioja";"Leiva";"26213"
"La Rioja";"Tormantos";"26213"
"La Rioja";"Herramélluri";"26213"
"La Rioja";"Ochánduri";"26213"
"La Rioja";"Cuzcurrita de Río Tirón";"26214"
"La Rioja";"Rodezno";"26214"
"La Rioja";"Treviana";"26215"
"La Rioja";"San Millán de Yécora";"26216"
"La Rioja";"Ollauri";"26220"
"La Rioja";"Gimileo";"26221"
"La Rioja";"Rodezno";"26222"
"La Rioja";"Hormilleja";"26223"
"La Rioja";"Torrecilla sobre Alesanco";"26224"
"La Rioja";"Casalarreina";"26230"
"La Rioja";"Casta?ares de Rioja";"26240"
"La Rioja";"Ba?os de Rioja";"26241"
"La Rioja";"Santo Domingo de la Calzada";"26250"
"La Rioja";"Arnedo";"26250"
"La Rioja";"Villalobar de Rioja";"26256"
"La Rioja";"Hervías";"26257"
"La Rioja";"Ba?ares";"26257"
"La Rioja";"Cirue?a";"26258"
"La Rioja";"Manzanares de Rioja";"26258"
"La Rioja";"Villarta-Quintana";"26259"
"La Rioja";"Corporales";"26259"
"La Rioja";"Gra?ón";"26259"
"La Rioja";"Santurde de Rioja";"26260"
"La Rioja";"Pazuengos";"26261"
"La Rioja";"Santurdejo";"26261"
"La Rioja";"Ojacastro";"26270"
"La Rioja";"Ezcaray";"26280"
"La Rioja";"Zorraquín";"26288"
"La Rioja";"Valga?ón";"26288"
"La Rioja";"Ezcaray";"26289"
"La Rioja";"Bri?as";"26290"
"La Rioja";"Zarratón";"26291"
"La Rioja";"San Torcuato";"26291"
"La Rioja";"Cidamón";"26291"
"La Rioja";"Villalba de Rioja";"26292"
"La Rioja";"Haro";"26292"
"La Rioja";"Nájera";"26300"
"La Rioja";"Badarán";"26310"
"La Rioja";"Cárdenas";"26311"
"La Rioja";"Arenzana de Abajo";"26311"
"La Rioja";"Camprovín";"26311"
"La Rioja";"Cordovín";"26311"
"La Rioja";"Arenzana de Arriba";"26312"
"La Rioja";"Bezares";"26312"
"La Rioja";"Tricio";"26312"
"La Rioja";"Uru?uela";"26313"
"La Rioja";"Huércanos";"26314"
"La Rioja";"Manjarrés";"26315"
"La Rioja";"Castroviejo";"26315"
"La Rioja";"Santa Coloma";"26315"
"La Rioja";"Alesón";"26315"
"La Rioja";"Ba?os de Río Tobía";"26320"
"La Rioja";"Villaverde de Rioja";"26321"
"La Rioja";"Ledesma de la Cogolla";"26321"
"La Rioja";"Matute";"26321"
"La Rioja";"Tobía";"26321"
"La Rioja";"Pedroso";"26321"
"La Rioja";"Bobadilla";"26321"
"La Rioja";"Brieva de Cameros";"26322"
"La Rioja";"Anguiano";"26322"
"La Rioja";"Hormilla";"26323"
"La Rioja";"Azofra";"26323"
"La Rioja";"Alesanco";"26324"
"La Rioja";"Villar de Torre";"26325"
"La Rioja";"Canillas de Río Tuerto";"26325"
"La Rioja";"Villarejo";"26325"
"La Rioja";"Ca?as";"26325"
"La Rioja";"San Millán de la Cogolla";"26326"
"La Rioja";"Berceo";"26327"
"La Rioja";"Estollo";"26328"
"La Rioja";"Ventrosa";"26329"
"La Rioja";"Viniegra de Arriba";"26329"
"La Rioja";"Mansilla de la Sierra";"26329"
"La Rioja";"Camprovín";"26329"
"La Rioja";"Villavelayo";"26329"
"La Rioja";"Viniegra de Abajo";"26329"
"La Rioja";"Canales de la Sierra";"26329"
"La Rioja";"Briones";"26330"
"La Rioja";"San Vicente de la Sonsierra";"26338"
"La Rioja";"San Vicente de la Sonsierra";"26339"
"La Rioja";"Ábalos";"26339"
"La Rioja";"San Asensio";"26340"
"La Rioja";"Cenicero";"26350"
"La Rioja";"Torremontalbo";"26359"
"La Rioja";"Fuenmayor";"26360"
"La Rioja";"Navarrete";"26370"
"La Rioja";"Sotés";"26371"
"La Rioja";"Ventosa";"26371"
"La Rioja";"Hornos de Moncalvillo";"26372"
"La Rioja";"Daroca de Rioja";"26373"
"La Rioja";"Medrano";"26374"
"La Rioja";"Entrena";"26375"
"La Rioja";"Sojuela";"26376"
"La Rioja";"Calahorra";"26500"
"La Rioja";"Alcanadre";"26509"
"La Rioja";"Pradejón";"26510"
"La Rioja";"El Villar de Arnedo";"26511"
"La Rioja";"Tudelilla";"26512"
"La Rioja";"Ausejo";"26513"
"La Rioja";"Cervera del Río Alhama";"26520"
"La Rioja";"Igea";"26525"
"La Rioja";"Cornago";"26526"
"La Rioja";"Cornago";"26527"
"La Rioja";"Cervera del Río Alhama";"26527"
"La Rioja";"Cervera del Río Alhama";"26528"
"La Rioja";"Cervera del Río Alhama";"26529"
"La Rioja";"Aguilar del Río Alhama";"26530"
"La Rioja";"Aguilar del Río Alhama";"26531"
"La Rioja";"Valdemadera";"26532"
"La Rioja";"Navajún";"26533"
"La Rioja";"Alfaro";"26540"
"La Rioja";"Rincón de Soto";"26550"
"La Rioja";"Aldeanueva de Ebro";"26559"
"La Rioja";"Autol";"26560"
"La Rioja";"Quel";"26570"
"La Rioja";"Arnedo";"26580"
"La Rioja";"Herce";"26584"
"La Rioja";"Santa Eulalia Bajera";"26585"
"La Rioja";"Arnedillo";"26585"
"La Rioja";"Enciso";"26586"
"La Rioja";"Zarzosa";"26586"
"La Rioja";"Munilla";"26586"
"La Rioja";"Grávalos";"26587"
"La Rioja";"Muro de Aguas";"26587"
"La Rioja";"Villarroya";"26587"
"La Rioja";"Bergasillas Bajera";"26588"
"La Rioja";"Bergasa";"26588"
"La Rioja";"Arnedillo";"26589"
"La Rioja";"Préjano";"26589"
"Lugo";"Lugo";"27001"
"Lugo";"Lugo";"27002"
"Lugo";"Lugo";"27003"
"Lugo";"Lugo";"27004"
"Lugo";"A Fonsagrada";"27100"
"Lugo";"A Fonsagrada";"27110"
"Lugo";"A Fonsagrada";"27111"
"Lugo";"A Fonsagrada";"27112"
"Lugo";"A Fonsagrada";"27113"
"Lugo";"Negueira de Mu?iz";"27113"
"Lugo";"A Fonsagrada";"27114"
"Lugo";"A Fonsagrada";"27115"
"Lugo";"A Fonsagrada";"27116"
"Lugo";"A Fonsagrada";"27117"
"Lugo";"A Fonsagrada";"27118"
"Lugo";"Castroverde";"27120"
"Lugo";"Castroverde";"27122"
"Lugo";"Castroverde";"27123"
"Lugo";"Castroverde";"27124"
"Lugo";"Castroverde";"27125"
"Lugo";"Castroverde";"27126"
"Lugo";"Castroverde";"27127"
"Lugo";"Castroverde";"27128"
"Lugo";"Castroverde";"27129"
"Lugo";"Baleira";"27130"
"Lugo";"Baleira";"27131"
"Lugo";"Baleira";"27132"
"Lugo";"Baleira";"27133"
"Lugo";"A Fonsagrada";"27134"
"Lugo";"A Fonsagrada";"27135"
"Lugo";"A Fonsagrada";"27136"
